biosample_document_no	biosample_no	document_no	is_current	date_created	created_by
f7fd50fa-af98-41a5-87b1-ff135e31ef27	SK-N-MC	Myers:SK-N-MC_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3373b69a-910e-4e47-a6be-3033a6c395e0	SK-N-MC	Stam:SK-N-MC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
56914f5d-278a-4ed8-8371-e5544a349b89	Stomach	Gingeras:Stomach_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
78428ec9-7902-47e5-b0d3-4e267398811c	Stomach	Ren:Tissue_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b193b851-03ab-4797-965b-1380ae9c8958	hMNC-CB	Gingeras:hMNCCB9111701.6_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ec159336-997d-4584-94e4-a6582743d861	hMNC-CB	Gingeras:hMNCCB9111701.6_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4576c7ef-06bf-488f-9eaf-9846db92b411	Osteobl	Crawford:Osteoblast_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3b34be20-0fdc-4e30-be54-2edeaf88903f	Osteobl	Bernstein:Osteoblast_Bernstein_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
44098fff-5bf5-42a3-bacf-3f53bb60e066	hMSC-BM	Gingeras:hMSCBM0050602.11_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5ae3584c-f724-49e5-a0de-3461eb0e0c98	hMSC-BM	Gingeras:hMSCBM0051105.11_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b1823186-dbe8-4579-839d-38856419e30c	Spleen	Ren:Spleen_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
dfea8d48-f03a-49d6-b410-305c681479a2	Spleen	Stam:Spleen_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
092670dd-8907-40ad-a797-baab7d3a95e5	Spleen	Gingeras:Tissue_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a85c0662-02b9-480b-a254-3c618806bd84	Cerebellum	Ren:Cerebellum_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
081b8b82-fe53-4cc6-b111-a36b08a247f0	Cerebellum	Stam:Tissue_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a981e31d-8570-48da-ad3c-0eddc77d8300	Cerebellum	Gingeras:Cerebellum_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e1e38b60-a350-46fa-9392-f055fb0d3078	HWP_0092205	Gingeras:HWP0092205_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
54b57221-22a0-4821-af85-021015ed8f2a	HWP_0092205	Gingeras:HWP8120201.5_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0fcf30aa-b086-42bc-b102-e3cf0b35db1d	HeLa-S3	ENCODE:HeLa-S3_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
89680f8a-3569-4598-a571-63130c69da87	HeLa-S3	Crawford:HeLa-S3_IFN_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5e46ed4f-7f4e-4bee-9c16-575062119227	LgIntestine	Stam:LargeIntestine_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e0c1608d-73b2-4053-95c2-a2272c8b7c58	LgIntestine	Gingeras:LargeIntestine_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
22d54114-a128-4946-9174-b11b9562e5f7	Heart	Ren:Heart_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
dc4ddae3-5101-4fe1-a712-a95e1f8a0736	Heart	Gingeras:Tissue_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9a04abf5-fd74-4019-9212-6d89f0ac5c25	NH-A	Bernstein:NH-A_Bernstein_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2550e369-0392-434a-bd7f-d6fa9fa3f308	NH-A	Stam:ENCODE:NH-A_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9eb8fb5e-d356-4aea-a5ad-540911cd93a8	NHDF	Gingeras:NHDF0060801.3_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
181c4746-1444-4f2f-aafb-87268faa26fe	NHDF	Gingeras:NHDF7071701.2_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
dcda8a9a-c624-4a5f-81ec-9f6a5efe2733	Kidney	Stam:Tissue_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3d1c3170-8451-43ae-ad7c-cf1b5fef5963	Kidney	Gingeras:Tissue_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7604878d-a75e-4b68-8a63-f7997f31987b	GenitalFatPad	Stam:GenitalFatPad_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f2058d20-d470-4fe6-b705-7e98722887e3	GenitalFatPad	Gingeras:GenitalFatPad_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7dbdd4c0-4508-49d7-acc9-df5c1539fed3	BE2_C	Stam:BE2-C_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a7e23cea-a112-462f-a84e-e8061d8097b8	BE2_C	Myers:BE2-C_Myers_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9ef4dca5-1442-434a-af82-55f3ee48b516	HPC-PL	Gingeras:HPCPL0032601.13_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1a912b85-f300-44c4-9b0c-926cbcd1d35b	HPC-PL	Gingeras:HPCPL0101504.13_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c5ee64de-060a-466f-9cd6-e99d7a16d921	HAoEC	Gingeras:HAoEC7071706.1_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6ece40e4-1a5f-48ca-85db-b7f18f9af82c	HAoEC	Gingeras:HAoEC8061102.1_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d5a11b05-6532-44df-a184-d5599d22827f	NB4	ENCODE:NB4_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
cc7b8e06-292e-40a9-aebd-f0d7277c7304	NB4	Stam:NB4_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
33915e72-98c3-408a-88bf-7a9ec48c89e6	MEL	Weissman:MEL_Weissman_protocol.pdfStam:MEL_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
736f220f-9bd4-4974-ad47-2055f4101eb6	SmIntestine	Ren:SmallIntestine_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5d27b2b0-13cc-422c-a6ee-5cca894a1230	SmIntestine	Gingeras:SmallIntestine_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
beb682a6-dd86-4ebc-9d0a-e81c8272f279	Colon	Ren:Colon_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
67ad4a0a-530b-461c-ae76-50a96208fd76	Colon	Gingeras:Tissue_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a0d0d2c3-1857-493d-ac98-e0172c776277	HSMM	Bernstein:HSMM_Bernstein_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
567e3f3d-9dab-4d0f-a8a9-d52818773d96	HSMM	Crawford:HSMM_HSMMtube_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6950f065-c03f-4650-95a6-917233944142	HSMM	Stam:HSMM_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
aa19d9f0-e5bd-43a9-a3dd-72c396d8bf51	hMSC-UC	Gingeras:hMSCUC0081101.7_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b9bcd036-c858-49b9-bd70-89818e52419b	hMSC-UC	Gingeras:hMSCUC0052501.7_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ac11de5d-68f1-491e-b683-ccdb7d3412b1	HOB	Gingeras:HOB0090202.1_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c4f12263-f5da-412f-9bff-c8fced9ede1f	HOB	Gingeras:HOB0091301_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
42fc1673-b3b4-4b32-90a2-fabe4d5a5f4c	hMNC-PB	Gingeras:hMNCPB0022330.9_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2217b86a-a6f8-4af9-b87a-f227bff049f8	hMNC-PB	Gingeras:hMNCPB0082430.9_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
60a41fb1-5b79-4748-8fc4-d81151c842fb	H1-neurons	Cellular_Dynamics_International_Batch_1:H1_Neurons_Round1.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
945f4ca4-a04e-472d-a408-788d36349788	H1-neurons	Cellular_Dynamics_International_Batch_2:H1_Neurons_Round2.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
